phrase,n,freq_books,rank,mi,lemma_key,spoken_words,auto_keep,auto_reason,keep,notes
la menace,2,433190,5954,3.58,le menace,yes,no,article + word,,
de ça,2,433160,5955,-1.55,de ça,yes,no,fragment; loose,,
les œuvres,2,433111,5956,3.46,le œuvres,yes,no,article + word,,
l' entrée de,3,432899,5957,6.67,le entrée de,yes,no,fragment,,
que tu veux,3,432806,5958,11.41,que tu vouloir,yes,yes,,,
point de départ,3,432745,5959,12.11,point de départ,yes,yes,,,
le sait,2,432692,5960,1.93,le savoir,yes,no,article + word; loose,,
vie d',2,432687,5961,0.35,vie de,yes,no,fragment; loose,,
lorsque vous,2,432671,5962,3.64,lorsque vous,yes,yes,,,
en guise,2,432653,5963,5.5,en guise,yes,yes,,,
autour d' elle,3,432446,5964,9.43,autour de lui,yes,yes,,,
de chance,2,432439,5965,1.65,de chance,yes,no,fragment; loose,,
sous le nom de,4,432308,5966,15.3,sou le nom de,yes,no,fragment,,
vais vous,2,432299,5967,4.37,aller vous,yes,yes,,,
la province,2,432286,5968,3.81,le province,yes,no,article + word,,
y avait un,3,432253,5969,7.47,y avoir un,yes,no,fragment,,
port de,2,432104,5970,2.17,port de,yes,no,fragment; loose,,
de l' Etat,3,432079,5971,,de le Etat,no,no,fragment; rare word,,
le réseau,2,431893,5972,3.3,le réseau,yes,no,article + word,,
il l' a,3,431877,5973,3.56,il le avoir,yes,no,,,
main à,2,431796,5974,0.57,main à,yes,no,fragment; loose,,
va être,2,431607,5975,3.66,aller être,yes,yes,,,
les documents,2,431606,5976,3.82,le document,yes,no,article + word,,
pas pourquoi,2,431604,5977,2.28,pas pourquoi,yes,no,loose,,
de femme,2,431586,5978,-0.75,de femme,yes,no,fragment; loose,,
parce que le,3,431521,5979,7.21,parce que le,yes,no,fragment,,
relations avec,2,431427,5980,4.93,relation avec,yes,no,fragment,,
pensée de,2,431407,5981,0.94,penser de,yes,no,fragment; loose,,
issue de,2,431325,5982,2.85,issue de,yes,no,fragment; loose,,
cause des,2,431306,5983,2.21,cause un,yes,no,fragment; loose,,
les chefs,2,431240,5984,4.1,le chef,yes,no,article + word,,
à moins que,3,431190,5985,6.51,à moins que,yes,no,fragment,,
part du,2,431161,5986,1.85,part du,yes,no,fragment; loose,,
les marchés,2,431044,5987,4.26,le marchés,yes,no,article + word,,
la signification,2,430932,5988,3.87,le signification,yes,no,article + word,,
ne comprends pas,3,430806,5989,12.39,ne comprendre pas,yes,yes,,,
pour tous les,3,430797,5990,6.67,pour tout le,yes,no,fragment,,
essentiel de,2,430744,5991,2.18,essentiel de,yes,no,fragment; loose,,
la construction de,3,430689,5992,6.78,le construction de,yes,no,fragment,,
la magie,2,430672,5993,4.16,le magie,yes,no,article + word,,
cela peut,2,430657,5994,3.5,celer pouvoir,yes,yes,,,
la présence d',3,430615,5995,7.75,le présence de,yes,no,fragment,,
délai de,2,430613,5996,2.8,délai de,yes,no,fragment; loose,,
une liste,2,430607,5997,4.02,un liste,yes,no,article + word,,
nécessaires pour,2,430511,5998,5.12,nécessaire pour,yes,no,fragment,,
un premier temps,3,430307,5999,11.2,un premier temps,yes,yes,,,
vous trouverez,2,430270,6000,7.58,vous trouver,yes,yes,,,
un passage,2,430262,6001,3.1,un passage,yes,no,article + word,,
parce que les,3,430209,6002,7.49,parce que le,yes,no,fragment,,
chacune des,2,430114,6003,4.33,chacun un,yes,no,fragment,,
ne parle,2,430106,6004,4.08,ne parler,yes,yes,,,
la porte du,3,430101,6005,6.96,le porte du,yes,no,fragment,,
si bien que,3,430036,6006,8.01,si bien que,yes,no,fragment,,
que les deux,3,430031,6007,5.6,que le deux,yes,yes,,,
de la classe,3,429932,6008,6.68,de le classe,yes,no,fragment,,
de larmes,2,429837,6009,1.84,de larme,yes,no,fragment; loose,,
niveau de la,3,429694,6010,5.7,niveau de le,yes,no,fragment,,
la moitié de,3,429245,6011,6.85,le moitié de,yes,no,fragment,,
qui avait été,3,429103,6012,8.92,qui avoir être,yes,yes,,,
pour ceux qui,3,428897,6013,9.11,pour celui qui,yes,yes,,,
de ma mère,3,428754,6014,9.41,de mon mère,yes,no,fragment,,
en l' absence,3,428703,6015,9.07,en le absence,yes,yes,,,
mettre en œuvre,3,428649,6016,13.95,mettre en œuvre,yes,yes,,,
au cours du,3,428481,6017,9.78,au cours du,yes,no,fragment,,
de la raison,3,428159,6018,4.99,de le raison,yes,no,fragment,,
et de leurs,3,427925,6019,3.93,et de leurs,yes,no,fragment,,
elle a été,3,427827,6020,8.42,lui avoir être,yes,yes,,,
à cet instant,3,427822,6021,12.52,à ce instant,yes,yes,,,
à ses côtés,3,427746,6022,11.97,à son côté,yes,yes,,,
de son mari,3,427586,6023,9.13,de son mari,yes,no,fragment,,
à la lumière,3,427558,6024,7.18,à le lumière,yes,yes,,,
quel que soit,3,427217,6025,13.09,quel que être,yes,yes,,,
le long du,3,427100,6026,8.2,le long du,yes,no,fragment,,
de manière à,3,426800,6027,5.69,de manière à,yes,no,fragment,,
dans le but,3,426502,6028,9.23,dans le but,yes,yes,,,
l ' idée,3,426071,6029,,l ' idée,no,no,rare word,,
d' un certain,3,425719,6030,9.2,de un certain,yes,yes,,,
en matière d',3,424919,6031,9.12,en matière de,yes,no,fragment,,
le long de la,4,424286,6032,10.95,le long de le,yes,no,fragment,,
au cas où,3,424271,6033,11.51,au cas où,yes,yes,,,
d' un point,3,424114,6034,7.33,de un point,yes,yes,,,
aux yeux de,3,423892,6035,7.83,aux oeil de,yes,no,fragment,,
je vais vous,3,423719,6036,11.55,je aller vous,yes,yes,,,
où il est,3,423500,6037,6.21,où il être,yes,yes,,,
à côté d',3,423378,6038,7.18,à côté de,yes,no,fragment,,
je ne te,3,423004,6039,9.27,je ne te,yes,no,fragment,,
tout va bien,3,421946,6040,12.25,tout aller bien,yes,yes,,,
le père de,3,421317,6041,4.8,le père de,yes,no,fragment,,
l' autre côté de,4,421262,6042,15.09,le autre côté de,yes,no,fragment,,
dans un premier temps,4,421117,6043,17.99,dans un premier temps,yes,yes,,,
à partir de la,4,421046,6044,10.69,à partir de le,yes,no,fragment,,
à la manière,3,420880,6045,6.41,à le manière,yes,yes,,,
pas le cas,3,420832,6046,7.36,pas le cas,yes,yes,,,
sens de la,3,420758,6047,4.57,sens de le,yes,no,fragment,,
la porte d',3,420554,6048,6.47,le porte de,yes,no,fragment,,
direction de la,3,420498,6049,6,direction de le,yes,no,fragment,,
un système de,3,420457,6050,6.7,un système de,yes,no,fragment,,
du Code de,3,420264,6051,,du Code de,no,no,fragment; rare word,,
compte de la,3,418793,6052,4.84,compte de le,yes,no,fragment,,
sens de l',3,418784,6053,5.2,sens de le,yes,no,fragment,,
à l' homme,3,418448,6054,5.57,à le homme,yes,yes,,,
il est donc,3,418387,6055,7.11,il être donc,yes,yes,,,
le taux de,3,417905,6056,7.24,le taux de,yes,no,fragment,,
parce que la,3,417721,6057,6.74,parce que le,yes,no,fragment,,
dans un autre,3,417643,6058,6.7,dans un autre,yes,yes,,,
à l' état,3,416609,6059,6.32,à le état,yes,yes,,,
de la formation,3,415719,6060,6.27,de le formation,yes,no,fragment,,
que tu me,3,415673,6061,8.29,que tu me,yes,no,fragment,,
l ' ensemble,3,415667,6062,,l ' ensemble,no,no,rare word,,
d' une nouvelle,3,415228,6063,8.34,de un nouveau,yes,yes,,,
d' entre elles,3,414841,6064,10.33,de entrer lui,yes,yes,,,
que personne ne,3,414399,6065,8.85,que personne ne,yes,no,fragment,,
la part des,3,413994,6066,6.39,le part un,yes,no,fragment,,
à la demande,3,413940,6067,6.53,à le demande,yes,yes,,,
de l' œuvre,3,413528,6068,6.07,de le œuvre,yes,no,fragment,,
de la mise,3,413244,6069,5.49,de le mise,yes,no,fragment,,
l ' une,3,412886,6070,,l ' un,no,no,fragment; rare word,,
je ne voulais pas,4,412765,6071,19.26,je ne vouloir pas,yes,yes,,,
il convient de,3,412703,6072,8.75,il convier de,yes,no,fragment; written style,,
la plupart du,3,411984,6073,8.6,le plupart du,yes,no,fragment,,
de tout le,3,411749,6074,2.36,de tout le,yes,no,fragment; loose,,
de la sécurité,3,411268,6075,6.24,de le sécurité,yes,no,fragment,,
ne vois pas,3,410990,6076,11.26,ne voir pas,yes,yes,,,
face à l',3,410814,6077,7.01,face à le,yes,no,fragment,,
à l' origine de,4,410717,6078,12.3,à le origine de,yes,no,fragment,,
la gestion des,3,410586,6079,8.4,le gestion un,yes,no,fragment,,
dans l' autre,3,410455,6080,6.18,dans le autre,yes,yes,,,
tu ne peux,3,410286,6081,12.59,tu ne pouvoir,yes,yes,,,
dans le contexte,3,410185,6082,9.7,dans le contexte,yes,yes,,,
la valeur de,3,410004,6083,5.8,le valeur de,yes,no,fragment,,
sein de l',3,409952,6084,6.83,sein de le,yes,no,fragment,,
de la communication,3,409895,6085,6.71,de le communication,yes,no,fragment,,
mal à l' aise,4,409042,6086,21.18,mal à le aise,yes,yes,,,
de la mère,3,408908,6087,4.52,de le mère,yes,no,fragment,,
que je peux,3,408837,6088,9.93,que je pouvoir,yes,yes,,,
prise en compte,3,408600,6089,14.09,prise en compte,yes,yes,,,
rien à voir avec,4,408438,6090,18.27,rien à voir avec,yes,no,fragment,,
le coup de,3,407977,6091,5.37,le coup de,yes,no,fragment,,
d' une main,3,407947,6092,7.68,de un main,yes,yes,,,
la lutte contre,3,407386,6093,13.34,le lutte contre,yes,yes,,,
reste de la,3,407327,6094,4.89,reste de le,yes,no,fragment,,
à celui de,3,407079,6095,4.56,à celui de,yes,no,fragment,,
de la sorte,3,406968,6096,5.64,de le sorte,yes,no,fragment,,
un moyen de,3,406692,6097,6.94,un moyen de,yes,no,fragment,,
leva les yeux,3,406292,6098,13.81,lever le oeil,no,no,rare word,,
l' histoire de la,4,405842,6099,10.29,le histoire de le,yes,no,fragment,,
de la propriété,3,405756,6100,7.1,de le propriété,yes,no,fragment,,
ne l' ai,3,405585,6101,6.26,ne le avoir,yes,yes,,,
sur le visage,3,405396,6102,8.91,sur le visage,yes,yes,,,
la même manière,3,405045,6103,9.45,le même manière,yes,yes,,,
qui permet de,3,404656,6104,7.44,qui permettre de,yes,no,fragment,,
qui est en,3,404595,6105,3.63,qui être en,yes,no,fragment,,
minutes plus tard,3,404442,6106,16.07,minuter plus tard,yes,yes,,,
tandis que la,3,404409,6107,7.83,tandis que le,yes,no,fragment,,
fois que je,3,404314,6108,7.77,fois que je,yes,yes,,,
plupart du temps,3,404130,6109,13.26,plupart du temps,yes,yes,,,
le plan de,3,403842,6110,6,le plan de,yes,no,fragment,,
de l' Afrique,3,403755,6111,7.26,de le Afrique,no,no,fragment; rare word,,
du fait que,3,403681,6112,6.25,du faire que,yes,no,fragment,,
la plupart du temps,4,403581,6113,18.38,le plupart du temps,yes,yes,,,
de la forêt,3,403240,6114,7.3,de le forêt,yes,no,fragment,,
de l' autre côté de,5,403107,6115,19.4,de le autre côté de,yes,no,fragment,,
au milieu d',3,402938,6116,9.75,au milieu de,yes,no,fragment,,
toute la journée,3,402924,6117,12.17,toute le journée,yes,yes,,,
les yeux vers,3,402802,6118,10.6,le oeil vers,yes,yes,,,
bout d' un,3,402710,6119,8.71,bout de un,yes,no,fragment,,
que les hommes,3,402632,6120,7.41,que le homme,yes,yes,,,
comme les autres,3,402613,6121,7.96,comme le autre,yes,yes,,,
la question du,3,402226,6122,7.05,le question du,yes,no,fragment,,
la durée de,3,401863,6123,6.81,le durée de,yes,no,fragment,,
au sein d',3,401746,6124,10.33,au sein de,yes,no,fragment; written style,,
de la même manière,4,401327,6125,13.8,de le même manière,yes,no,fragment,,
pour les autres,3,401276,6126,6.68,pour le autre,yes,yes,,,
de la paix,3,401013,6127,6.55,de le paix,yes,no,fragment,,
l' on se,3,400771,6128,5.24,le on se,yes,no,fragment,,
de la religion,3,400730,6129,6.93,de le religion,yes,no,fragment,,
d' être un,3,400484,6130,5.15,de être un,yes,no,fragment,,
la tête en,3,400270,6131,5.94,le tête en,yes,no,fragment,,
de vue de,3,400122,6132,4.35,de vue de,yes,no,fragment,,
y avait une,3,399759,6133,7.64,y avoir un,yes,no,fragment,,
l' ensemble du,3,399681,6134,7.98,le ensemble du,yes,no,fragment,,
vers la porte,3,399238,6135,10.36,vers le porte,yes,yes,,,
la même façon,3,399174,6136,9.29,le même façon,yes,yes,,,
cadre de la,3,399047,6137,5.89,cadre de le,yes,no,fragment,,
jours plus tard,3,398617,6138,14.69,jour plus tard,yes,yes,,,
au niveau des,3,398547,6139,9.72,au niveau un,yes,no,fragment,,
la théorie de,3,398499,6140,6.83,le théorie de,yes,no,fragment,,
la porte et,3,398424,6141,5.58,le porte et,yes,no,fragment,,
de l' intérieur,3,398230,6142,6.43,de le intérieur,yes,no,fragment,,
a l' air,3,398159,6143,8.59,avoir le air,yes,yes,,,
ce que tu as,4,397945,6144,18.17,ce que tu avoir,yes,yes,,,
la date de,3,397825,6145,6.62,le date de,yes,no,fragment,,
l' homme de,3,397790,6146,4.24,le homme de,yes,no,fragment,,
ne l' a,3,397788,6147,4.51,ne le avoir,yes,no,,,
au sein de l',4,397742,6148,14.18,au sein de le,yes,no,fragment; written style,,
l ' entreprise,3,397597,6149,,l ' entreprise,no,no,rare word,,
salle à manger,3,397433,6150,15.45,salle à manger,yes,yes,,,
de la nouvelle,3,397289,6151,4.95,de le nouveau,yes,no,fragment,,
d' un petit,3,396954,6152,7.3,de un petit,yes,yes,,,
était en train de,4,396844,6153,15.28,être en train de,yes,no,fragment,,
ainsi que l',3,396811,6154,6.29,ainsi que le,yes,no,fragment; written style,,
dans le domaine de,4,396732,6155,13.57,dans le domaine de,yes,no,fragment,,
l ' avait,3,396585,6156,,l ' avoir,no,no,rare word,,
à l' inverse,3,396213,6157,9.83,à le inverse,yes,yes,,,
dans le jardin,3,396128,6158,9.69,dans le jardin,yes,yes,,,
de sa femme,3,395976,6159,7.39,de son femme,yes,no,fragment,,
elle ne se,3,395806,6160,6.01,lui ne se,yes,no,fragment,,
à l' échelle,3,395693,6161,9.44,à le échelle,yes,yes,,,
mais je suis,3,395301,6162,9.38,mais je être,yes,yes,,,
besoin d' un,3,395296,6163,8.01,besoin de un,yes,no,fragment,,
à l' instar,3,394845,6164,11.09,à le instar,no,no,rare word,,
bien sûr que,3,394726,6165,11.3,bien sûr que,yes,no,fragment,,
des droits de l' homme,5,394490,6166,22.99,un droit de le homme,yes,yes,,,
de la cité,3,394268,6167,6.66,de le cité,yes,no,fragment,,
celle d' un,3,394196,6168,7.25,celui de un,yes,no,fragment,,
au bord de la,4,394037,6169,13.72,au bord de le,yes,no,fragment,,
l' un de ses,4,393833,6170,8.73,le un de son,yes,no,fragment,,
je ne l' ai,4,393689,6171,13.42,je ne le avoir,yes,yes,,,
à tout le,3,393617,6172,3.55,à tout le,yes,no,fragment,,
tu l' as,3,393324,6173,9.97,tu le avoir,yes,yes,,,
raison pour laquelle,3,393241,6174,14.33,raison pour lequel,yes,no,written style,,
de savoir si,3,393170,6175,8.41,de savoir si,yes,no,fragment,,
de la même façon,4,393113,6176,13.64,de le même façon,yes,no,fragment,,
de la scène,3,392788,6177,6.11,de le scène,yes,no,fragment,,
de lui faire,3,392645,6178,5.8,de luire faire,yes,no,fragment,,
de l' équipe,3,392631,6179,7.4,de le équipe,yes,no,fragment,,
et de se,3,392588,6180,1.12,et de se,yes,no,fragment; loose,,
par la fenêtre,3,392569,6181,10.01,par le fenêtre,yes,yes,,,
le choix de,3,392348,6182,6.15,le choix de,yes,no,fragment,,
de ce dernier,3,392324,6183,7.59,de ce dernier,yes,no,fragment,,
mais il était,3,391617,6184,6.37,mais il être,yes,yes,,,
la possibilité d',3,391287,6185,8.75,le possibilité de,yes,no,fragment,,
prendre en compte,3,391232,6186,12.77,prendre en compte,yes,yes,,,
je suis en,3,390609,6187,7.53,je être en,yes,no,fragment,,
ne savais pas,3,390394,6188,12.2,ne savoir pas,yes,yes,,,
l' intérieur du,3,390087,6189,8.76,le intérieur du,yes,no,fragment,,
de sa famille,3,390024,6190,8.12,de son famille,yes,no,fragment,,
de l' image,3,389994,6191,6.46,de le image,yes,no,fragment,,
l' évolution de,3,389407,6192,7.23,le évolution de,yes,no,fragment,,
que vous vous,3,389350,6193,6.6,que vous vous,yes,yes,,,
à l' aide d',4,389348,6194,13.98,à le aide de,yes,no,fragment,,
dans l' ordre,3,389137,6195,8.37,dans le ordre,yes,yes,,,
il d' une,3,389131,6196,2.94,il de un,yes,no,fragment; loose,,
mais aussi de,3,389030,6197,5.64,mais aussi de,yes,no,fragment,,
a besoin de,3,388955,6198,7.36,avoir besoin de,yes,no,fragment,,
de la fonction,3,388914,6199,5.74,de le fonction,yes,no,fragment,,
de la conscience,3,388908,6200,5.89,de le conscience,yes,no,fragment,,
de la Constitution,3,388692,6201,,de le Constitution,no,no,fragment; rare word,,
l ' ordre,3,388573,6202,,l ' ordre,no,no,rare word,,
la salle de bains,4,388328,6203,20.64,le salle de bain,yes,yes,,,
une des plus,3,388213,6204,4.3,un un plus,yes,no,,,
un homme de,3,388210,6205,4.71,un homme de,yes,no,fragment,,
à la différence,3,387614,6206,8.05,à le différence,yes,yes,,,
dont il est,3,387596,6207,6.66,dont il être,yes,no,written style,,
de faire un,3,387115,6208,3.82,de faire un,yes,no,fragment,,
ils ne sont,3,386985,6209,8.72,il ne être,yes,yes,,,
et le plus,3,386876,6210,2.53,et le plus,yes,no,fragment; loose,,
l' histoire du,3,386719,6211,7.46,le histoire du,yes,no,fragment,,
à l' eau,3,386657,6212,6.78,à le eau,yes,yes,,,
une fois que,3,386538,6213,7.05,un fois que,yes,no,fragment,,
à la surface,3,386319,6214,8.44,à le surface,yes,yes,,,
des gens qui,3,386283,6215,8.84,un gens qui,yes,yes,,,
à la recherche de,4,386222,6216,11.26,à le recherche de,yes,no,fragment,,
à l' oreille,3,386180,6217,9.11,à le oreille,yes,yes,,,
l' exercice de,3,386001,6218,7.32,le exercice de,yes,no,fragment,,
tous les cas,3,385927,6219,10.18,tout le cas,yes,yes,,,
et qui ne,3,385711,6220,3.6,et qui ne,yes,no,fragment,,
de l' énergie,3,385490,6221,7.09,de le énergie,yes,no,fragment,,
l' intérêt de,3,385276,6222,6.49,le intérêt de,yes,no,fragment,,
de la foi,3,385011,6223,6.54,de le foi,yes,no,fragment,,
est en train de,4,384647,6224,13.6,être en train de,yes,no,fragment,,
de la qualité,3,384408,6225,6.04,de le qualité,yes,no,fragment,,
avant d' être,3,384112,6226,9,avant de être,yes,yes,,,
bel et bien,3,384081,6227,12.64,bel et bien,yes,yes,,,
si vous êtes,3,384027,6228,12.83,si vous être,yes,yes,,,
de façon à,3,383603,6229,5.4,de façon à,yes,no,fragment,,
le contrôle de,3,383296,6230,6.62,le contrôler de,yes,no,fragment,,
par rapport à la,4,382815,6231,13.94,par rapport à le,yes,no,fragment,,
il y a eu,4,382779,6232,17.87,il y avoir avoir,yes,yes,,,
pas le droit,3,382692,6233,7.41,pas le droit,yes,yes,,,
à l' encontre,3,382255,6234,10.91,à le encontre,yes,yes,,,
dans l' air,3,382186,6235,7.82,dans le air,yes,yes,,,
il est à,3,382127,6236,2.3,il être à,yes,no,fragment; loose,,
je ne comprends pas,4,381958,6237,19.42,je ne comprendre pas,yes,yes,,,
toutes sortes de,3,381886,6238,13.55,tout sorte de,yes,no,fragment,,
le reste du,3,381833,6239,7.58,le reste du,yes,no,fragment,,
cours de l',3,381652,6240,5.62,cours de le,yes,no,fragment,,
le champ de,3,381601,6241,6.83,le champ de,yes,no,fragment,,
sur un ton,3,381131,6242,8.97,sur un ton,yes,no,fragment,,
de la zone,3,380771,6243,6.86,de le zone,yes,no,fragment,,
d' une société,3,380720,6244,8.33,de un société,yes,yes,,,
le cas des,3,380408,6245,6.31,le cas un,yes,no,fragment,,
l ' a,3,380320,6246,,l ' avoir,no,no,rare word,,
mise en scène,3,380270,6247,14.85,mise en scène,yes,yes,,,
une nouvelle fois,3,380149,6248,12.09,un nouveau fois,yes,yes,,,
l' auteur de,3,379975,6249,6.61,le auteur de,yes,no,fragment,,
de la maladie,3,379919,6250,6.77,de le maladie,yes,no,fragment,,
à l' aide de,4,379304,6251,12.04,à le aide de,yes,no,fragment,,
de la période,3,379257,6252,6.16,de le période,yes,no,fragment,,
y a quelques,3,379252,6253,10.57,y avoir quelque,yes,yes,,,
dans le cas de,4,379090,6254,11.28,dans le cas de,yes,no,fragment,,
ce qui peut,3,378753,6255,7.51,ce qui pouvoir,yes,yes,,,
de la relation,3,378189,6256,6.05,de le relation,yes,no,fragment,,
domaine de la,3,377994,6257,6.26,domaine de le,yes,no,fragment,,
je ne vois pas,4,377949,6258,18.34,je ne voir pas,yes,yes,,,
à New York,3,377691,6259,,à New York,no,no,rare word,,
la protection de,3,377628,6260,6.61,le protection de,yes,no,fragment,,
de faire des,3,377446,6261,3.74,de faire un,yes,no,fragment,,
pour que je,3,377238,6262,4.62,pour que je,yes,no,,,
retour à la,3,377120,6263,6.81,retour à le,yes,no,fragment,,
l' égard des,3,377078,6264,9.19,le égard un,yes,no,fragment,,
de ses yeux,3,376905,6265,7.3,de son oeil,yes,no,fragment,,
du droit de,3,376634,6266,5.84,du droit de,yes,no,fragment,,
à une autre,3,376569,6267,5.65,à un autre,yes,yes,,,
dès lors que,3,376560,6268,13.72,dès lors que,yes,no,fragment,,
dans la salle de,4,376375,6269,12.57,dans le salle de,yes,no,fragment,,
je ne puis,3,376372,6270,8.63,je ne pouvoir,yes,yes,,,
de l' Empire,3,376284,6271,,de le Empire,no,no,fragment; rare word,,
point de vue de,4,376283,6272,15.09,point de vue de,yes,no,fragment,,
de la procédure,3,376207,6273,6.98,de le procédure,yes,no,fragment,,
on peut dire,3,376160,6274,11.58,on pouvoir dire,yes,yes,,,
d' autres termes,3,376155,6275,13.03,de autre terme,yes,yes,,,
qui lui est,3,376112,6276,5.55,qui luire être,yes,yes,,,
à l' université,3,376105,6277,8.57,à le université,yes,yes,,,
à long terme,3,375960,6278,13.93,à long terme,yes,yes,,,
dans le champ,3,375756,6279,9.26,dans le champ,yes,yes,,,
de la question,3,375744,6280,4.59,de le question,yes,no,fragment,,
Conseil d' État,3,375434,6281,,Conseil de État,no,no,rare word,,
le désir de,3,375361,6282,6.69,le désir de,yes,no,fragment,,
de la force,3,375333,6283,5.31,de le forcer,yes,no,fragment,,
dans le secteur,3,375221,6284,9.89,dans le secteur,yes,yes,,,
de la connaissance,3,375162,6285,6.18,de le connaissance,yes,no,fragment,,
temps à autre,3,375117,6286,8.9,temps à autre,yes,yes,,,
dans un monde,3,375095,6287,7.27,dans un monde,yes,yes,,,
l ' objet,3,374853,6288,,l ' objet,no,no,rare word,,
à la première,3,374707,6289,5.69,à le première,yes,yes,,,
en premier lieu,3,374612,6290,12.52,en premier lieu,yes,yes,,,
vous ne pouvez,3,374560,6291,12.49,vous ne pouvoir,yes,yes,,,
de temps à autre,4,374298,6292,13.27,de temps à autre,yes,no,fragment,,
même si je,3,374284,6293,8.37,même si je,yes,yes,,,
pour cette raison,3,374053,6294,10.96,pour ce raison,yes,yes,,,
au bout d' un,4,374050,6295,16,au bout de un,yes,no,fragment,,
y avait des,3,373734,6296,7.21,y avoir un,yes,no,fragment,,
pour que les,3,373262,6297,3.22,pour que le,yes,no,fragment,,
l' un et,3,373007,6298,1.25,le un et,yes,no,fragment; loose,,
je ne savais pas,4,372927,6299,19.34,je ne savoir pas,yes,yes,,,
à l' instant,3,372628,6300,7.39,à le instant,yes,yes,,,
mais il y a,4,372628,6301,14.43,mais il y avoir,yes,yes,,,
la capacité de,3,372430,6302,6.85,le capacité de,yes,no,fragment,,
les yeux sur,3,372058,6303,7.83,le oeil sur,yes,no,fragment,,
l' art de,3,371931,6304,5.53,le art de,yes,no,fragment,,
l ' auteur,3,371499,6305,,l ' auteur,no,no,rare word,,
ou l' autre,3,371233,6306,7.47,ou le autre,yes,yes,,,
au niveau du,3,371211,6307,10.13,au niveau du,yes,no,fragment,,
d' une personne,3,371135,6308,7.62,de un personne,yes,yes,,,
le cadre de la,4,370978,6309,11.33,le cadre de le,yes,no,fragment,,
le projet de,3,370977,6310,6.14,le projet de,yes,no,fragment,,
fin des années,3,370786,6311,12.57,fin un année,yes,yes,,,
la France et,3,370325,6312,5.5,le France et,no,no,fragment; rare word,,
de son frère,3,370151,6313,8.45,de son frère,yes,no,fragment,,
je le sais,3,370088,6314,7.94,je le savoir,yes,yes,,,
en l' occurrence,3,370016,6315,11.46,en le occurrence,no,no,rare word,,
pour que le,3,369909,6316,2.92,pour que le,yes,no,fragment; loose,,
ne sommes pas,3,369813,6317,10.32,ne être pas,yes,yes,,,
dans ses yeux,3,369601,6318,9.71,dans son oeil,yes,yes,,,
grâce à l',3,369556,6319,7.41,grâce à le,yes,no,fragment,,
et celle de,3,369523,6320,4.46,et celui de,yes,no,fragment,,
l' occasion d',3,369344,6321,8.75,le occasion de,yes,no,fragment,,
pour ainsi dire,3,369172,6322,11.28,pour ainsi dire,yes,yes,,,
de la fenêtre,3,369098,6323,6.78,de le fenêtre,yes,no,fragment,,
de toute la,3,368630,6324,3.58,de toute le,yes,no,fragment,,
et sur les,3,368412,6325,2.62,et sur le,yes,no,fragment; loose,,
autour de moi,3,368322,6326,9.62,autour de moi,yes,yes,,,
de l' univers,3,368208,6327,7.51,de le univers,yes,no,fragment,,
il se mit,3,368193,6328,10.62,il se mettre,yes,yes,,,
la perte de,3,368145,6329,7.18,le perte de,yes,no,fragment,,
par le fait,3,367607,6330,5.91,par le faire,yes,yes,,,
l ' espace,3,367590,6331,,l ' espace,no,no,rare word,,
le cas échéant,3,367407,6332,16.28,le cas échéant,no,no,rare word,,
à cause de la,4,367230,6333,10.88,à cause de le,yes,no,fragment,,
l' honneur de,3,367057,6334,7.41,le honneur de,yes,no,fragment,,
en d' autres termes,4,366979,6335,19.19,en de autre terme,yes,yes,,,
de l' autorité,3,366889,6336,7.14,de le autorité,yes,no,fragment,,
autre côté de la,4,366866,6337,14.25,autre côté de le,yes,no,fragment,,
de la crise,3,366708,6338,6.64,de le crise,yes,no,fragment,,
la table de,3,365975,6339,5.54,le table de,yes,no,fragment,,
ne pense pas,3,365789,6340,10.84,ne penser pas,yes,yes,,,
pas tout à,3,365478,6341,5.02,pas tout à,yes,no,fragment,,
de la présence,3,365237,6342,5.61,de le présence,yes,no,fragment,,
intérieur de la,3,365118,6343,5.66,intérieur de le,yes,no,fragment,,
à l' hôtel,3,364923,6344,8.25,à le hôtel,yes,yes,,,
ministre de la,3,364788,6345,6.46,ministre de le,yes,no,fragment,,
sur le fait,3,364285,6346,5.96,sur le faire,yes,yes,,,
de la Commission,3,364110,6347,,de le Commission,no,no,fragment; rare word,,
de l' aide,3,363900,6348,6.36,de le aide,yes,no,fragment,,
l' heure de,3,363872,6349,5.73,le heure de,yes,no,fragment,,
de la Terre,3,363817,6350,,de le Terre,no,no,fragment; rare word,,
ensemble de la,3,363757,6351,4.85,ensemble de le,yes,no,fragment,,
fonction de la,3,363690,6352,5.64,fonction de le,yes,no,fragment,,
la politique de,3,363672,6353,4.62,le politique de,yes,no,fragment,,
de la rivière,3,363612,6354,7.64,de le rivière,yes,no,fragment,,
à l' endroit,3,363461,6355,8.03,à le endroit,yes,yes,,,
l' arrivée de,3,363419,6356,7.02,le arrivée de,yes,no,fragment,,
première fois que,3,363372,6357,11.57,première fois que,yes,no,fragment,,
de se rendre,3,363157,6358,7.85,de se rendre,yes,no,fragment,,
il ne lui,3,362968,6359,5.59,il ne luire,yes,yes,,,
des milliers de,3,362833,6360,8.85,un millier de,yes,no,fragment,,
Retour au texte,3,362554,6361,,Retour au texte,no,no,rare word,,
tous les hommes,3,362543,6362,10.49,tout le homme,yes,yes,,,
